Subject,Predicate W/ Prepositions,Object Subtree,Object,Predicate,Sentence,Parse Tree
case,was ,Hyslop ’s last major investigation,investigation,was,"the fischer CASE was hyslop ’s last major investigation , although he never lost interest in the possibility of spirit obsession .  ","[('The', 'det', 'DET', []), ('Fischer', 'compound', 'PROPN', []), ('case', 'nsubj', 'NOUN', [The, Fischer]), ('was', 'ROOT', 'VERB', [case, investigation, ,, lost, .]), ('Hyslop', 'poss', 'PROPN', [’s]), ('’s', 'case', 'PART', []), ('last', 'amod', 'ADJ', []), ('major', 'amod', 'ADJ', []), ('investigation', 'attr', 'NOUN', [Hyslop, last, major]), (',', 'punct', 'PUNCT', []), ('although', 'mark', 'ADP', []), ('he', 'nsubj', 'PRON', []), ('never', 'neg', 'ADV', []), ('lost', 'advcl', 'VERB', [although, he, never, interest, in]), ('interest', 'dobj', 'NOUN', []), ('in', 'prep', 'ADP', [possibility]), ('the', 'det', 'DET', []), ('possibility', 'pobj', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [obsession]), ('spirit', 'compound', 'NOUN', []), ('obsession', 'pobj', 'NOUN', [spirit]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
All,are ,good - natured and,natured,are,all are good - natured and,"[('All', 'nsubj', 'DET', []), ('are', 'ROOT', 'VERB', [All, natured]), ('good', 'advmod', 'ADJ', []), ('-', 'punct', 'PUNCT', []), ('natured', 'acomp', 'ADJ', [good, -, and]), ('and', 'cc', 'CCONJ', [])]"
dukes,are ,the morning,morning,are,"the 12 DUKES of the morning are magael , artino , eﬁel , maniel/ eﬁel , suriet / maniel , carsiel / suriel , casiel , fabiel , carba , merach , althor , and","[('The', 'det', 'DET', []), ('12', 'nummod', 'NUM', []), ('dukes', 'nsubj', 'NOUN', [The, 12, of]), ('of', 'prep', 'ADP', [morning]), ('the', 'det', 'DET', []), ('morning', 'pobj', 'NOUN', [the]), ('are', 'ROOT', 'VERB', [dukes, Magael]), ('Magael', 'attr', 'PROPN', [,, Artino]), (',', 'punct', 'PUNCT', []), ('Artino', 'conj', 'PROPN', [,, Eﬁel]), (',', 'punct', 'PUNCT', []), ('Eﬁel', 'conj', 'PROPN', [,, Maniel]), (',', 'punct', 'PUNCT', []), ('Maniel/', 'nmod', 'PROPN', []), ('Eﬁel', 'nmod', 'PROPN', []), (',', 'punct', 'PUNCT', []), ('Suriet', 'nmod', 'PROPN', []), ('/', 'punct', 'SYM', []), ('Maniel', 'conj', 'PROPN', [Maniel/, Eﬁel, ,, Suriet, /, ,, Suriel]), (',', 'punct', 'PUNCT', []), ('Carsiel', 'nmod', 'PROPN', []), ('/', 'punct', 'SYM', []), ('Suriel', 'conj', 'PROPN', [Carsiel, /, ,, Casiel]), (',', 'punct', 'PUNCT', []), ('Casiel', 'conj', 'PROPN', [,, Fabiel]), (',', 'punct', 'PUNCT', []), ('Fabiel', 'conj', 'PROPN', [,, Carba]), (',', 'punct', 'PUNCT', []), ('Carba', 'conj', 'PROPN', [,, Merach]), (',', 'punct', 'PUNCT', []), ('Merach', 'conj', 'PROPN', [,, Althor]), (',', 'punct', 'PUNCT', []), ('Althor', 'conj', 'PROPN', [,, and]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
dukes,are ,the afternoon,afternoon,are,"the 12 DUKES of the afternoon are gudiel , asphor , emuel , soriel , cabron , diviel , abriel , danael , lomor , casael , buisiel , and","[('The', 'det', 'DET', []), ('12', 'nummod', 'NUM', []), ('dukes', 'nsubj', 'NOUN', [The, 12, of]), ('of', 'prep', 'ADP', [afternoon]), ('the', 'det', 'DET', []), ('afternoon', 'pobj', 'NOUN', [the]), ('are', 'ROOT', 'VERB', [dukes, Gudiel]), ('Gudiel', 'attr', 'PROPN', [,, Asphor, Soriel, Cabron]), (',', 'punct', 'PUNCT', []), ('Asphor', 'conj', 'PROPN', [,, Emuel]), (',', 'punct', 'PUNCT', []), ('Emuel', 'conj', 'PROPN', [,]), (',', 'punct', 'PUNCT', []), ('Soriel', 'appos', 'PROPN', [,]), (',', 'punct', 'PUNCT', []), ('Cabron', 'npadvmod', 'PROPN', [,, Diviel]), (',', 'punct', 'PUNCT', []), ('Diviel', 'conj', 'PROPN', [,, Abriel]), (',', 'punct', 'PUNCT', []), ('Abriel', 'conj', 'PROPN', [,, Danael]), (',', 'punct', 'PUNCT', []), ('Danael', 'conj', 'PROPN', [,, Lomor]), (',', 'punct', 'PUNCT', []), ('Lomor', 'conj', 'PROPN', [,, Casael]), (',', 'punct', 'PUNCT', []), ('Casael', 'conj', 'PROPN', [,, Buisiel]), (',', 'punct', 'PUNCT', []), ('Buisiel', 'conj', 'PROPN', [,, and]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
dukes,are ,the early evening,evening,are,"the 12 DUKES of the early evening are nahaiel , ofsiel , bulls , momel , darborl , paniel , cursas , aliel , aroziel , cusyne , vraniel , and","[('The', 'det', 'DET', []), ('12', 'nummod', 'NUM', []), ('dukes', 'nsubj', 'NOUN', [The, 12, of]), ('of', 'prep', 'ADP', [evening]), ('the', 'det', 'DET', []), ('early', 'amod', 'ADJ', []), ('evening', 'pobj', 'NOUN', [the, early]), ('are', 'ROOT', 'VERB', [dukes, Ofsiel]), ('Nahaiel', 'nmod', 'PROPN', []), (',', 'punct', 'PUNCT', []), ('Ofsiel', 'attr', 'PROPN', [Nahaiel, ,, ,, Bulls]), (',', 'punct', 'PUNCT', []), ('Bulls', 'conj', 'PROPN', [,, Momel]), (',', 'punct', 'PUNCT', []), ('Momel', 'conj', 'PROPN', [,, Darborl]), (',', 'punct', 'PUNCT', []), ('Darborl', 'conj', 'PROPN', [,, Paniel]), (',', 'punct', 'PUNCT', []), ('Paniel', 'conj', 'PROPN', [,, Cursas]), (',', 'punct', 'PUNCT', []), ('Cursas', 'conj', 'PROPN', [,, Aliel]), (',', 'punct', 'PUNCT', []), ('Aliel', 'conj', 'PROPN', [,, Aroziel]), (',', 'punct', 'PUNCT', []), ('Aroziel', 'conj', 'PROPN', [,, Cusyne]), (',', 'punct', 'PUNCT', []), ('Cusyne', 'conj', 'PROPN', [,, Vraniel]), (',', 'punct', 'PUNCT', []), ('Vraniel', 'conj', 'PROPN', [,, and]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
who,are ,midnight,midnight,are,"the 12 dukes WHO govern after midnight are paﬁel , gariel , soriel , maziel , futiel , cayros , narsial , moziel , abael , meroth , cadriel , and","[('The', 'det', 'DET', []), ('12', 'nummod', 'NUM', []), ('dukes', 'nsubj', 'NOUN', [The, 12, govern]), ('who', 'nsubj', 'NOUN', []), ('govern', 'relcl', 'VERB', [who, after]), ('after', 'prep', 'ADP', [midnight]), ('midnight', 'pobj', 'NOUN', []), ('are', 'ROOT', 'VERB', [dukes, Paﬁel]), ('Paﬁel', 'attr', 'PROPN', [,, Gariel]), (',', 'punct', 'PUNCT', []), ('Gariel', 'conj', 'PROPN', [,, Soriel]), (',', 'punct', 'PUNCT', []), ('Soriel', 'conj', 'PROPN', [,, Maziel]), (',', 'punct', 'PUNCT', []), ('Maziel', 'conj', 'PROPN', [,, Futiel]), (',', 'punct', 'PUNCT', []), ('Futiel', 'conj', 'PROPN', [,, Cayros]), (',', 'punct', 'PUNCT', []), ('Cayros', 'conj', 'PROPN', [,, Narsial]), (',', 'punct', 'PUNCT', []), ('Narsial', 'conj', 'PROPN', [,, Moziel]), (',', 'punct', 'PUNCT', []), ('Moziel', 'conj', 'PROPN', [,, Abael]), (',', 'punct', 'PUNCT', []), ('Abael', 'conj', 'PROPN', [,, Meroth]), (',', 'punct', 'PUNCT', []), ('Meroth', 'conj', 'PROPN', [,, Cadriel]), (',', 'punct', 'PUNCT', []), ('Cadriel', 'conj', 'PROPN', [,, and]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
punishments,are ,the Devil,Devil,are,similar PUNISHMENTS by the devil are other tasks that can never be ﬁnished .  ,"[('Similar', 'amod', 'ADJ', []), ('punishments', 'nsubj', 'NOUN', [Similar, by]), ('by', 'prep', 'ADP', [Devil]), ('the', 'det', 'DET', []), ('Devil', 'pobj', 'PROPN', [the]), ('are', 'ROOT', 'VERB', [punishments, tasks, .]), ('other', 'amod', 'ADJ', []), ('tasks', 'attr', 'NOUN', [other, ﬁnished]), ('that', 'nsubjpass', 'ADJ', []), ('can', 'aux', 'VERB', []), ('never', 'neg', 'ADV', []), ('be', 'auxpass', 'VERB', []), ('ﬁnished', 'relcl', 'VERB', [that, can, never, be]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
Dregvants,was ,"a name given to the residents of the city of Gilan south of the Caspian Sea , who were considered to be ﬁends incarnate",name,was,"dregvants was a name given to the residents of the city of gilan south of the caspian sea , who were considered to be ﬁends incarnate .  ","[('Dregvants', 'nsubj', 'NOUN', []), ('was', 'ROOT', 'VERB', [Dregvants, name, .]), ('a', 'det', 'DET', []), ('name', 'attr', 'NOUN', [a, given]), ('given', 'acl', 'VERB', [to]), ('to', 'dative', 'ADP', [residents]), ('the', 'det', 'DET', []), ('residents', 'pobj', 'NOUN', [the, of, south]), ('of', 'prep', 'ADP', [city]), ('the', 'det', 'DET', []), ('city', 'pobj', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [Gilan]), ('Gilan', 'pobj', 'PROPN', []), ('south', 'advmod', 'ADV', [of]), ('of', 'prep', 'ADP', [Sea]), ('the', 'det', 'DET', []), ('Caspian', 'compound', 'PROPN', []), ('Sea', 'pobj', 'PROPN', [the, Caspian, ,, considered]), (',', 'punct', 'PUNCT', []), ('who', 'nsubjpass', 'NOUN', []), ('were', 'auxpass', 'VERB', []), ('considered', 'relcl', 'VERB', [who, were, be]), ('to', 'aux', 'PART', []), ('be', 'xcomp', 'VERB', [to, ﬁends]), ('ﬁends', 'attr', 'NOUN', [incarnate]), ('incarnate', 'acl', 'ADJ', []), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
Drauga,is ,the Old Persian version of the name,version,is,drauga is the old persian version of the name .,"[('Drauga', 'nsubj', 'PROPN', []), ('is', 'ROOT', 'VERB', [Drauga, version, .]), ('the', 'det', 'DET', []), ('Old', 'compound', 'PROPN', []), ('Persian', 'amod', 'ADJ', [Old]), ('version', 'attr', 'NOUN', [the, Persian, of]), ('of', 'prep', 'ADP', [name]), ('the', 'det', 'DET', []), ('name', 'pobj', 'NOUN', [the]), ('.', 'punct', 'PUNCT', [])]"
Some,are ,the speciﬁc drujes,drujes,are,some of the speciﬁc drujes are the following :  ,"[('Some', 'nsubj', 'DET', [of]), ('of', 'prep', 'ADP', [drujes]), ('the', 'det', 'DET', []), ('speciﬁc', 'amod', 'ADJ', []), ('drujes', 'pobj', 'ADJ', [the, speciﬁc]), ('are', 'ROOT', 'VERB', [Some, following, :]), ('the', 'det', 'DET', []), ('following', 'attr', 'VERB', [the]), (':', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
It,is ,an abbreviation of two phrases :,abbreviation,is,it is an abbreviation of two phrases : dibbuk me - ru’ah ( a cleavage of an evil spirit ) and,"[('It', 'nsubj', 'PRON', []), ('is', 'ROOT', 'VERB', [It, abbreviation, dibbuk]), ('an', 'det', 'DET', []), ('abbreviation', 'attr', 'NOUN', [an, of]), ('of', 'prep', 'ADP', [phrases]), ('two', 'nummod', 'NUM', []), ('phrases', 'pobj', 'NOUN', [two, :]), (':', 'punct', 'PUNCT', []), ('dibbuk', 'xcomp', 'VERB', [ru’ah]), ('me', 'compound', 'PRON', []), ('-', 'punct', 'PUNCT', []), ('ru’ah', 'dobj', 'PROPN', [me, -, (, cleavage, ), and]), ('(', 'punct', 'PUNCT', []), ('a', 'det', 'DET', []), ('cleavage', 'appos', 'NOUN', [a, of]), ('of', 'prep', 'ADP', [spirit]), ('an', 'det', 'DET', []), ('evil', 'amod', 'ADJ', []), ('spirit', 'pobj', 'NOUN', [an, evil]), (')', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
dybbuk,was ,the 17th century,century,was,"prior to the 17th century , the DYBBUK was one of many evil spirits call ibbur .  ","[('Prior', 'advmod', 'ADV', [to]), ('to', 'prep', 'ADP', [century]), ('the', 'det', 'DET', []), ('17th', 'amod', 'ADJ', []), ('century', 'pobj', 'NOUN', [the, 17th]), (',', 'punct', 'PUNCT', []), ('the', 'det', 'DET', []), ('dybbuk', 'nsubj', 'NOUN', [the]), ('was', 'ROOT', 'VERB', [Prior, ,, dybbuk, one, .]), ('one', 'attr', 'NUM', [of]), ('of', 'prep', 'ADP', [ibbur]), ('many', 'amod', 'ADJ', []), ('evil', 'amod', 'ADJ', []), ('spirits', 'compound', 'NOUN', [many, evil]), ('call', 'compound', 'VERB', []), ('ibbur', 'pobj', 'ADV', [spirits, call]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
many,are in,rituals for exorcizing a dybbuk,rituals,are,"12,000 myriads of attendants whose job it   the k abbalah contains rituals for exorcizing a dybbuk ; MANY are still in use in modern times .","[('12,000', 'nummod', 'NUM', []), ('myriads', 'dep', 'NOUN', [12,000, of]), ('of', 'prep', 'ADP', [attendants]), ('attendants', 'pobj', 'NOUN', [contains]), ('whose', 'poss', 'ADJ', []), ('job', 'dobj', 'NOUN', [whose]), ('it', 'nsubj', 'PRON', [ , ABBALAH]), (' ', '', 'SPACE', []), ('The', 'det', 'DET', []), ('K', 'compound', 'PROPN', []), ('ABBALAH', 'appos', 'PROPN', [The, K]), ('contains', 'relcl', 'VERB', [job, it, rituals]), ('rituals', 'dobj', 'NOUN', [for]), ('for', 'prep', 'ADP', [exorcizing]), ('exorcizing', 'pcomp', 'VERB', [dybbuk]), ('a', 'advmod', 'DET', []), ('dybbuk', 'advmod', 'NOUN', [a]), (';', 'punct', 'PUNCT', []), ('many', 'nsubj', 'ADJ', []), ('are', 'ROOT', 'VERB', [myriads, ;, many, still, in, .]), ('still', 'advmod', 'ADV', []), ('in', 'prep', 'ADP', [use]), ('use', 'pobj', 'NOUN', [in]), ('in', 'prep', 'ADP', [times]), ('modern', 'amod', 'ADJ', []), ('times', 'pobj', 'NOUN', [modern]), ('.', 'punct', 'PUNCT', [])]"
possession,is for,Anna Ecklund,Ecklund,is,the POSSESSION of anna ecklund also is unusual for the combination of demonic entities within one victim .  ,"[('The', 'det', 'DET', []), ('possession', 'nsubj', 'NOUN', [The, of]), ('of', 'prep', 'ADP', [Ecklund]), ('Anna', 'compound', 'PROPN', []), ('Ecklund', 'pobj', 'PROPN', [Anna]), ('also', 'advmod', 'ADV', []), ('is', 'ROOT', 'VERB', [possession, also, unusual, for, .]), ('unusual', 'acomp', 'ADJ', []), ('for', 'prep', 'ADP', [combination]), ('the', 'det', 'DET', []), ('combination', 'pobj', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [entities]), ('demonic', 'amod', 'ADJ', []), ('entities', 'pobj', 'NOUN', [demonic, within]), ('within', 'prep', 'ADP', [victim]), ('one', 'nummod', 'NUM', []), ('victim', 'pobj', 'NOUN', [one]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
Anna,was ,unconscious,unconscious,was,although anna was unconscious and,"[('Although', 'mark', 'ADP', []), ('Anna', 'nsubj', 'PROPN', []), ('was', 'ROOT', 'VERB', [Although, Anna, unconscious, and]), ('unconscious', 'acomp', 'ADJ', []), ('and', 'cc', 'CCONJ', [])]"
Steiger,were ,so frightened and,frightened,were,father steiger were so frightened and,"[('Father', 'compound', 'PROPN', []), ('Steiger', 'nsubj', 'PROPN', [Father]), ('were', 'ROOT', 'VERB', [Steiger, frightened]), ('so', 'advmod', 'ADV', []), ('frightened', 'acomp', 'ADJ', [so, and]), ('and', 'cc', 'CCONJ', [])]"
tormentors,were ,"BEELZEBUB , Judas Iscariot , and",BEELZEBUB,were,"her principal TORMENTORS were beelzebub , judas iscariot , and","[('her', 'poss', 'ADJ', []), ('principal', 'amod', 'ADJ', []), ('tormentors', 'nsubj', 'NOUN', [her, principal]), ('were', 'ROOT', 'VERB', [tormentors, BEELZEBUB]), ('BEELZEBUB', 'attr', 'PROPN', [,, Iscariot]), (',', 'punct', 'PUNCT', []), ('Judas', 'compound', 'PROPN', []), ('Iscariot', 'appos', 'PROPN', [Judas, ,, and]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
that,was ,the guilt of his eternal damnation,guilt,was,THAT ultimately was the guilt of his eternal damnation .,"[('that', 'nsubj', 'DET', []), ('ultimately', 'advmod', 'ADV', []), ('was', 'ROOT', 'VERB', [that, ultimately, guilt, .]), ('the', 'det', 'DET', []), ('guilt', 'attr', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [damnation]), ('his', 'poss', 'ADJ', []), ('eternal', 'amod', 'ADJ', []), ('damnation', 'pobj', 'NOUN', [his, eternal]), ('.', 'punct', 'PUNCT', [])]"
she,is ,her father,father,is,whether SHE had repressed her sexual contact with her father is unknown .  ,"[('whether', 'mark', 'ADP', []), ('she', 'nsubj', 'PRON', []), ('had', 'aux', 'VERB', []), ('repressed', 'csubj', 'VERB', [whether, she, had, contact]), ('her', 'poss', 'ADJ', []), ('sexual', 'amod', 'ADJ', []), ('contact', 'dobj', 'NOUN', [her, sexual, with]), ('with', 'prep', 'ADP', [father]), ('her', 'poss', 'ADJ', []), ('father', 'pobj', 'NOUN', [her]), ('is', 'ROOT', 'VERB', [repressed, unknown, .]), ('unknown', 'acomp', 'ADJ', []), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
they,been ,multiple abortions,abortions,been,THEY may also have been multiple abortions .,"[('they', 'nsubj', 'PRON', []), ('may', 'aux', 'VERB', []), ('also', 'advmod', 'ADV', []), ('have', 'aux', 'VERB', []), ('been', 'ROOT', 'VERB', [they, may, also, have, abortions, .]), ('multiple', 'amod', 'ADJ', []), ('abortions', 'attr', 'NOUN', [multiple]), ('.', 'punct', 'PUNCT', [])]"
they,were ,joy,joy,were,during the ﬁrst thrills of joy THEY were not even aware of the terrible odor that ﬁlled the room .,"[('During', 'prep', 'ADP', [thrills]), ('the', 'det', 'DET', []), ('ﬁrst', 'amod', 'ADJ', []), ('thrills', 'pobj', 'NOUN', [the, ﬁrst, of]), ('of', 'prep', 'ADP', [joy]), ('joy', 'pobj', 'NOUN', []), ('they', 'nsubj', 'PRON', []), ('were', 'ROOT', 'VERB', [During, they, not, aware, .]), ('not', 'neg', 'ADV', []), ('even', 'advmod', 'ADV', []), ('aware', 'acomp', 'ADJ', [even, of]), ('of', 'prep', 'ADP', [odor]), ('the', 'det', 'DET', []), ('terrible', 'amod', 'ADJ', []), ('odor', 'pobj', 'NOUN', [the, terrible, ﬁlled]), ('that', 'nsubj', 'ADJ', []), ('ﬁlled', 'relcl', 'VERB', [that, room]), ('the', 'det', 'DET', []), ('room', 'dobj', 'NOUN', [the]), ('.', 'punct', 'PUNCT', [])]"
stench,was ,something unearthly,something,was,"all the windows had to be opened , the STENCH was something unearthly , simply unbearable .","[('All', 'predet', 'ADJ', []), ('the', 'det', 'DET', []), ('windows', 'nsubj', 'NOUN', [All, the]), ('had', 'ccomp', 'VERB', [windows, opened]), ('to', 'aux', 'PART', []), ('be', 'auxpass', 'VERB', []), ('opened', 'xcomp', 'VERB', [to, be]), (',', 'punct', 'PUNCT', []), ('the', 'det', 'DET', []), ('stench', 'nsubj', 'NOUN', [the]), ('was', 'ROOT', 'VERB', [had, ,, stench, something, unbearable, .]), ('something', 'attr', 'NOUN', [unearthly]), ('unearthly', 'amod', 'ADJ', []), (',', 'punct', 'PUNCT', []), ('simply', 'advmod', 'ADV', []), ('unbearable', 'acomp', 'ADJ', [,, simply]), ('.', 'punct', 'PUNCT', [])]"
It,was ,the last souvenir of the infernal devils for those they had to abandon upon the Earth,souvenir,was,it was the last souvenir of the infernal devils for those they had to abandon upon the earth . ”  ,"[('It', 'nsubj', 'PRON', []), ('was', 'ROOT', 'VERB', [It, souvenir, ., ”]), ('the', 'det', 'DET', []), ('last', 'amod', 'ADJ', []), ('souvenir', 'attr', 'NOUN', [the, last, of, for]), ('of', 'prep', 'ADP', [devils]), ('the', 'det', 'DET', []), ('infernal', 'amod', 'ADJ', []), ('devils', 'pobj', 'NOUN', [the, infernal]), ('for', 'prep', 'ADP', [those]), ('those', 'pobj', 'DET', [had]), ('they', 'nsubj', 'PRON', []), ('had', 'relcl', 'VERB', [they, abandon]), ('to', 'aux', 'PART', []), ('abandon', 'xcomp', 'VERB', [to, upon]), ('upon', 'prep', 'ADP', [Earth]), ('the', 'det', 'DET', []), ('Earth', 'pobj', 'PROPN', [the]), ('.', 'punct', 'PUNCT', []), ('”', 'punct', 'NOUN', [ ]), (' ', '', 'SPACE', [])]"
Eligor,is ,"a duke who appears as a   goodly knight carrying a lance , a SERPENT , and",duke,is,"eligor is a duke who appears as a   goodly knight carrying a lance , a serpent , and","[('Eligor', 'nsubj', 'PROPN', []), ('is', 'ROOT', 'VERB', [Eligor, duke]), ('a', 'det', 'DET', []), ('duke', 'attr', 'NOUN', [a, appears]), ('who', 'nsubj', 'NOUN', []), ('appears', 'relcl', 'VERB', [who, as]), ('as', 'prep', 'ADP', [knight]), ('a', 'det', 'DET', [ ]), (' ', '', 'SPACE', []), ('goodly', 'amod', 'ADJ', []), ('knight', 'pobj', 'NOUN', [a, goodly, carrying]), ('carrying', 'acl', 'VERB', [lance]), ('a', 'det', 'DET', []), ('lance', 'dobj', 'NOUN', [a, ,, SERPENT]), (',', 'punct', 'PUNCT', []), ('a', 'det', 'DET', []), ('SERPENT', 'appos', 'NOUN', [a, ,, and]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
they,are ,willing to obey commands,willing,are,"when THEY appear , THEY are willing to obey commands .","[('When', 'advmod', 'ADV', []), ('they', 'nsubj', 'PRON', []), ('appear', 'advcl', 'VERB', [When, they]), (',', 'punct', 'PUNCT', []), ('they', 'nsubj', 'PRON', []), ('are', 'ROOT', 'VERB', [appear, ,, they, willing, .]), ('willing', 'acomp', 'ADJ', [obey]), ('to', 'aux', 'PART', []), ('obey', 'xcomp', 'VERB', [to, commands]), ('commands', 'dobj', 'NOUN', []), ('.', 'punct', 'PUNCT', [])]"
dukes,are ,"Ennoniel , Edriel , Camodiel , Phanuel , Dramiel , Pandiel , Vasenel , Nasiniet , Cruhiet , Armesiel , Oaspeniel , and",Ennoniel,are,"the 12 major DUKES are ennoniel , edriel , camodiel , phanuel , dramiel , pandiel , vasenel , nasiniet , cruhiet , armesiel , oaspeniel , and","[('The', 'det', 'DET', []), ('12', 'nummod', 'NUM', []), ('major', 'amod', 'ADJ', []), ('dukes', 'nsubj', 'NOUN', [The, 12, major]), ('are', 'ROOT', 'VERB', [dukes, Ennoniel]), ('Ennoniel', 'attr', 'PROPN', [,, Edriel]), (',', 'punct', 'PUNCT', []), ('Edriel', 'conj', 'PROPN', [,, Camodiel]), (',', 'punct', 'PUNCT', []), ('Camodiel', 'conj', 'PROPN', [,, Phanuel]), (',', 'punct', 'PUNCT', []), ('Phanuel', 'conj', 'PROPN', [,, Dramiel]), (',', 'punct', 'PUNCT', []), ('Dramiel', 'conj', 'PROPN', [,, Pandiel]), (',', 'punct', 'PUNCT', []), ('Pandiel', 'conj', 'PROPN', [,, Vasenel]), (',', 'punct', 'PUNCT', []), ('Vasenel', 'conj', 'PROPN', [,, Nasiniet]), (',', 'punct', 'PUNCT', []), ('Nasiniet', 'conj', 'PROPN', [,, Cruhiet]), (',', 'punct', 'PUNCT', []), ('Cruhiet', 'conj', 'PROPN', [,, Armesiel]), (',', 'punct', 'PUNCT', []), ('Armesiel', 'conj', 'PROPN', [,, Oaspeniel]), (',', 'punct', 'PUNCT', []), ('Oaspeniel', 'conj', 'PROPN', [,, and]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
empousai,are ,"children of Hecate , the goddess of the underworld ( see CHTHONIC DEITIES ) , ghosts , and",children,are,"the EMPOUSAI are children of hecate , the goddess of the underworld ( see chthonic deities ) , ghosts , and","[('The', 'det', 'DET', []), ('empousai', 'nsubj', 'NOUN', [The]), ('are', 'ROOT', 'VERB', [empousai, children]), ('children', 'attr', 'NOUN', [of, see, ,, ghosts]), ('of', 'prep', 'ADP', [Hecate]), ('Hecate', 'pobj', 'PROPN', [,, goddess]), (',', 'punct', 'PUNCT', []), ('the', 'det', 'DET', []), ('goddess', 'appos', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [underworld]), ('the', 'det', 'DET', []), ('underworld', 'pobj', 'NOUN', [the]), ('(', 'punct', 'PUNCT', []), ('see', 'parataxis', 'VERB', [(, DEITIES, )]), ('CHTHONIC', 'amod', 'ADJ', []), ('DEITIES', 'dobj', 'NOUN', [CHTHONIC]), (')', 'punct', 'PUNCT', []), (',', 'punct', 'PUNCT', []), ('ghosts', 'conj', 'NOUN', [,, and]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
