Subject,Predicate W/ Prepositions,Object Subtree,Sentence in Context,Object,Predicate,Parse Tree
Apollyon,is ,the Greek name,”===APOLLYON is the greek name .  ===in magic abaddon is often equated with satan and samael .,name,is,"Apollyon | nsubj | PROPN | []
symptoms | attr | NOUN | [denote]
that | nsubj | ADJ | []
denote | relcl | VERB | [that, needed]
when | advmod | ADV | []
a | det | DET | []
deliverance | nsubjpass | NOUN | [a]
is | auxpass | VERB | []
needed | advcl | VERB | [when, deliverance, is]
. | punct | PUNCT | [ ]
  |  | SPACE | []"
persons,are as,aware of spirits,"•===tormented PERSONS are aware of spirits , such as through voices in their heads urging them to do violent or evil deeds or commit suicide and unusual and extreme nightmares .  ===•",aware,are,"Tormented | amod | VERB | []
persons | nsubj | NOUN | [Tormented]
are | ROOT | VERB | [persons, aware, ,, as, .]
aware | acomp | ADJ | [of]
of | prep | ADP | [spirits]
spirits | pobj | NOUN | []
, | punct | PUNCT | []
such | amod | ADJ | []
as | prep | ADP | [such, through, urging]
through | prep | ADP | [voices]
voices | pobj | NOUN | [in]
in | prep | ADP | [heads]
their | poss | ADJ | []
heads | pobj | NOUN | [their]
urging | pcomp | VERB | [them, do]
them | dobj | PRON | []
to | aux | PART | []
do | xcomp | VERB | [to, deeds, or, commit]
violent | amod | ADJ | [or, evil]
or | cc | CCONJ | []
evil | conj | ADJ | []
deeds | dobj | NOUN | [violent]
or | cc | CCONJ | []
commit | conj | VERB | [suicide]
suicide | dobj | NOUN | [and, nightmares]
and | cc | CCONJ | []
unusual | amod | ADJ | [and, extreme]
and | cc | CCONJ | []
extreme | conj | ADJ | []
nightmares | conj | NOUN | [unusual]
. | punct | PUNCT | [ ]
  |  | SPACE | []"
conditions,been ,epilepsy,"illnesses and diseases were blamed on demons , especially if a person fell into ﬁts , trances , or bizarre behavior .===natural medical CONDITIONS , such as epilepsy , may have been the real causes , but in earlier times , there was little understanding of many illnesses .  ===deliverance usually is done by clergy but can be done by others as well , such as mediums and healers and laypersons .",epilepsy,been,"Natural | amod | ADJ | []
medical | amod | ADJ | []
conditions | nsubj | NOUN | [Natural, medical, ,, as]
, | punct | PUNCT | []
such | amod | ADJ | []
as | prep | ADP | [such, epilepsy]
epilepsy | pobj | NOUN | []
, | punct | PUNCT | []
may | aux | VERB | []
have | aux | VERB | []
been | ROOT | VERB | [conditions, ,, may, have, causes, ,, but, was]
the | det | DET | []
real | amod | ADJ | []
causes | attr | NOUN | [the, real]
, | punct | PUNCT | []
but | cc | CCONJ | []
in | prep | ADP | [times]
earlier | amod | ADJ | []
times | pobj | NOUN | [earlier]
, | punct | PUNCT | []
there | expl | ADV | []
was | conj | VERB | [in, ,, there, understanding, .]
little | amod | ADJ | []
understanding | attr | NOUN | [little, of]
of | prep | ADP | [illnesses]
many | amod | ADJ | []
illnesses | pobj | NOUN | [many]
. | punct | PUNCT | [ ]
  |  | SPACE | []"
identity,is ,helpful in determining the origin or entry point of the demon and in knowing how the demon is affecting the victim,"such individuals have been given a chrism , or gift , of discernment by the holy spirit , which enables them to perceive whether or not a person is afﬂicted by evil spirits and to know the identity of the spirits .===the IDENTITY is helpful in determining the origin or entry point of the demon and in knowing how the demon is affecting the victim .  ===linda blair as the demoniac regan in the exorcist ( 1973 )   ( author ’s collection ) demons and demonology   55  ",helpful,is,"The | det | DET | []
identity | nsubj | NOUN | [The]
is | ROOT | VERB | [identity, helpful, .]
helpful | acomp | ADJ | [in]
in | prep | ADP | [determining, and, in]
determining | pcomp | VERB | [point]
the | det | DET | []
origin | nmod | NOUN | [the, or, entry]
or | cc | CCONJ | []
entry | conj | NOUN | []
point | dobj | NOUN | [origin, of]
of | prep | ADP | [demon]
the | det | DET | []
demon | pobj | NOUN | [the]
and | cc | CCONJ | []
in | conj | ADP | [knowing]
knowing | pcomp | VERB | [affecting]
how | advmod | ADV | []
the | det | DET | []
demon | nsubj | NOUN | [the]
is | aux | VERB | []
affecting | ccomp | VERB | [how, demon, is, victim]
the | det | DET | []
victim | dobj | NOUN | [the]
. | punct | PUNCT | [ ]
  |  | SPACE | []"
remedy,was ,"an EXORCISM , which would eradicate the problem","linda blair as the demoniac regan in the exorcist ( 1973 )   ( author ’s collection ) demons and demonology   55  ===the attempted REMEDY was to undertake an exorcism , which would eradicate the problem .===certain empowered individuals had the knowledge , and especially the supernatural power , to help demoniacs .  ",EXORCISM,was,"The | det | DET | []
attempted | amod | VERB | []
remedy | nsubj | NOUN | [The, attempted]
was | ROOT | VERB | [remedy, undertake, .]
to | aux | PART | []
undertake | xcomp | VERB | [to, EXORCISM]
an | det | DET | []
EXORCISM | dobj | NOUN | [an, ,, eradicate]
, | punct | PUNCT | []
which | nsubj | ADJ | []
would | aux | VERB | []
eradicate | relcl | VERB | [which, would, problem]
the | det | DET | []
problem | dobj | NOUN | [the]
. | punct | PUNCT | []"
they,are under,hellish rather than heavenly,"more recently , demoniacs are said to be in “ religious altered states of consciousness , ” or rasc .===THEY exhibit many of the same physical , mental , and emotional symptoms as persons who are swept up in religious or spiritual ecstasies and raptures ; however , for them the experience is hellish rather than heavenly : THEY are under the siege of demons rather than god .  ===demoniacs exhibit certain symptoms , among them swellings and contortions of the body , trances , cataleptic states , transﬁgurations of their faces and voices , unusual behavior , self - battering and mutilation , personality and mood changes , and statements from the possessing demon , often in foreign languages —",hellish,are,"They | nsubj | PRON | []
exhibit | ccomp | VERB | [They, many]
many | dobj | ADJ | [of]
of | prep | ADP | [symptoms]
the | det | DET | []
same | amod | ADJ | []
physical | amod | ADJ | [,, mental]
, | punct | PUNCT | []
mental | conj | ADJ | [,, and, emotional]
, | punct | PUNCT | []
and | cc | CCONJ | []
emotional | conj | ADJ | []
symptoms | pobj | NOUN | [the, same, physical, as]
as | prep | ADP | [persons]
persons | pobj | NOUN | [swept]
who | nsubjpass | NOUN | []
are | auxpass | VERB | []
swept | relcl | VERB | [who, are, up, in]
up | prt | PART | []
in | prep | ADP | [ecstasies]
religious | amod | ADJ | [or, spiritual]
or | cc | CCONJ | []
spiritual | conj | ADJ | []
ecstasies | pobj | NOUN | [religious, and, raptures]
and | cc | CCONJ | []
raptures | conj | NOUN | []
; | punct | PUNCT | []
however | advmod | ADV | []
, | punct | PUNCT | []
for | prep | ADP | [them]
them | pobj | PRON | []
the | det | DET | []
experience | nsubj | NOUN | [the]
is | ccomp | VERB | [exhibit, ;, however, ,, for, experience, hellish]
hellish | acomp | ADJ | [than]
rather | advmod | ADV | []
than | cc | ADP | [rather, heavenly]
heavenly | amod | ADJ | []
: | punct | PUNCT | []
they | nsubj | PRON | []
are | ROOT | VERB | [is, :, they, under, .]
under | prep | ADP | [siege]
the | det | DET | []
siege | pobj | NOUN | [the, of]
of | prep | ADP | [demons]
demons | pobj | NOUN | [than]
rather | advmod | ADV | []
than | prep | ADP | [rather, God]
God | pobj | PROPN | []
. | punct | PUNCT | [ ]
  |  | SPACE | []"
remedy,was ,her breast,"in 1590 , ann frank , a nurse in the employ of john dee , an english occultist , became possessed and attempted suicide .===dee ’s REMEDY was to anoint her breast with holy oil and put her under heavy guard .===after a month , she succeeded in killing herself by cutting her throat .",breast,was,"Dee | poss | PROPN | [’s]
’s | case | PART | []
remedy | nsubj | NOUN | [Dee]
was | ROOT | VERB | [remedy, anoint, .]
to | aux | PART | []
anoint | xcomp | VERB | [to, breast, with, and, put]
her | poss | ADJ | []
breast | dobj | NOUN | [her]
with | prep | ADP | [oil]
holy | amod | ADJ | []
oil | pobj | NOUN | [holy]
and | cc | CCONJ | []
put | conj | VERB | [her, under]
her | dobj | PRON | []
under | prep | ADP | [guard]
heavy | amod | ADJ | []
guard | pobj | NOUN | [heavy]
. | punct | PUNCT | []"
Frank,is ,one of the few demoniacs on record who actually committed suicide,"after a month , she succeeded in killing herself by cutting her throat .===FRANK is one of the few demoniacs on record who actually committed suicide .  ===in 1976 , a young german demoniac , a nneliese michel , died while undergoing exorcisms .",one,is,"Frank | nsubj | PROPN | []
is | ROOT | VERB | [Frank, one, .]
one | attr | NUM | [of]
of | prep | ADP | [demoniacs]
the | det | DET | []
few | amod | ADJ | []
demoniacs | pobj | NOUN | [the, few, on, committed]
on | prep | ADP | [record]
record | pobj | NOUN | []
who | nsubj | NOUN | []
actually | advmod | ADV | []
committed | relcl | VERB | [who, actually, suicide]
suicide | dobj | NOUN | []
. | punct | PUNCT | [ ]
  |  | SPACE | []"
Douglas,was in on,1752,"account of an alleged witch in jedburgh , scotland .  ===in 1752 , captain archibald DOUGLAS was in jedburgh on a recruiting campaign .===one of his sergeants asked to change quarters because the house he was staying in had a demon in a “ frightful form ” that pestered him at night .",1752,was,"In | prep | ADP | [1752]
1752 | pobj | NUM | []
, | punct | PUNCT | []
Captain | compound | PROPN | []
Archibald | compound | PROPN | []
Douglas | nsubj | PROPN | [Captain, Archibald]
was | ROOT | VERB | [In, ,, Douglas, in, on, .]
in | prep | ADP | [Jedburgh]
Jedburgh | pobj | PROPN | []
on | prep | ADP | [campaign]
a | det | DET | []
recruiting | compound | NOUN | []
campaign | pobj | NOUN | [a, recruiting]
. | punct | PUNCT | []"
wound,is in,fact and ﬁction,"it is not known whether the couple did as promised .  ===the story is possibly a blend of fact and ﬁction ; the telltale WOUND is prominent in magical folklore in tales of shape - shifting sorcerers , witches , and werewolves .  ===further reading :   grant , james .",fact,is,"The | det | DET | []
story | nsubj | NOUN | [The]
is | ccomp | VERB | [story, possibly, blend]
possibly | advmod | ADV | []
a | det | DET | []
blend | attr | NOUN | [a, of]
of | prep | ADP | [fact]
fact | pobj | NOUN | [and, ﬁction]
and | cc | CCONJ | []
ﬁction | conj | NOUN | []
; | punct | PUNCT | []
the | det | DET | []
telltale | amod | ADJ | []
wound | nsubj | NOUN | [the, telltale]
is | ROOT | VERB | [is, ;, wound, prominent, in, .]
prominent | acomp | ADJ | [in]
in | prep | ADP | [folklore]
magical | amod | ADJ | []
folklore | pobj | NOUN | [magical]
in | prep | ADP | [tales]
tales | pobj | NOUN | [of]
of | prep | ADP | [sorcerers]
shape | npadvmod | NOUN | []
- | punct | PUNCT | []
shifting | amod | VERB | [shape, -]
sorcerers | pobj | NOUN | [shifting, ,, witches]
, | punct | PUNCT | []
witches | conj | NOUN | [,, and, werewolves]
, | punct | PUNCT | []
and | cc | CCONJ | []
werewolves | conj | NOUN | []
. | punct | PUNCT | [ ]
  |  | SPACE | []"
daimones,were ,both good and evil,"the term demon means “ replete with wisdom ” and is derived from the greek term daimon .===the DAIMONES were both good and evil and even included deiﬁed heroes .===in most cultures , demons are troublesome rather than helpful ; some are evil .",good,were,"The | det | DET | []
daimones | nsubj | NOUN | [The]
were | ROOT | VERB | [daimones, good, and, included, .]
both | preconj | DET | []
good | acomp | ADJ | [both, and, evil]
and | cc | CCONJ | []
evil | conj | NOUN | []
and | cc | CCONJ | []
even | advmod | ADV | []
included | conj | VERB | [even, heroes]
deiﬁed | compound | NOUN | []
heroes | dobj | NOUN | [deiﬁed]
. | punct | PUNCT | []"
some,are ,troublesome rather than helpful,"the daimones were both good and evil and even included deiﬁed heroes .===in most cultures , demons are troubleSOME rather than helpful ; SOME are evil .===in christianity , all demons are evil and serve satan for the purpose of subverting souls .",troublesome,are,"In | prep | ADP | [cultures]
most | amod | ADJ | []
cultures | pobj | NOUN | [most]
, | punct | PUNCT | []
demons | nsubj | NOUN | []
are | ccomp | VERB | [In, ,, demons, troublesome]
troublesome | acomp | ADJ | [than, helpful]
rather | advmod | ADV | []
than | cc | ADP | [rather]
helpful | conj | ADJ | []
; | punct | PUNCT | []
some | nsubj | DET | []
are | ROOT | VERB | [are, ;, some, evil, .]
evil | acomp | ADJ | []
. | punct | PUNCT | []"
demons,are ,Christianity,"in most cultures , demons are troublesome rather than helpful ; some are evil .===in christianity , all DEMONS are evil and serve satan for the purpose of subverting souls .===demons can cause unpleasant hauntings , often involving infestation , oppression , and possession .",Christianity,are,"In | prep | ADP | [Christianity]
Christianity | pobj | PROPN | []
, | punct | PUNCT | []
all | det | DET | []
demons | nsubj | NOUN | [all]
are | ROOT | VERB | [In, ,, demons, evil, and, serve, .]
evil | acomp | ADJ | []
and | cc | CCONJ | []
serve | conj | VERB | [SATAN, for]
SATAN | dobj | PROPN | []
for | prep | ADP | [purpose]
the | det | DET | []
purpose | pobj | NOUN | [the, of]
of | prep | ADP | [subverting]
subverting | pcomp | VERB | [souls]
souls | dobj | NOUN | []
. | punct | PUNCT | []"
demons,are ,ANGELs,"the study of demons is called demonology .===like angels , DEMONS are numberless .  ===historical overview demons universally are considered the cause of all humankind ’s problems : disease , misfortune , poor health , bad luck , ruined relationships , sin , and soul loss .",ANGELs,are,"Like | prep | ADP | [ANGELs]
ANGELs | pobj | NOUN | []
, | punct | PUNCT | []
demons | nsubj | NOUN | []
are | ROOT | VERB | [Like, ,, demons, numberless, .]
numberless | acomp | ADJ | []
. | punct | PUNCT | [ ]
  |  | SPACE | []"
demons,are ,ancient Egypt,"they can be put to productive uses as well and can be summoned and controlled by magic .===for example , in ancient egypt , a 56   DEMONS and demonology   they are less powerful than angels .===they frequent uninhabited and unclean places , and once they attach themselves to a person or family , bad luck follows .  ",Egypt,are,"For | prep | ADP | [example]
example | pobj | NOUN | []
, | punct | PUNCT | []
in | prep | ADP | [Egypt]
ancient | amod | ADJ | []
Egypt | pobj | PROPN | [ancient]
, | punct | PUNCT | []
a | det | DET | []
56 | nummod | NUM | [ ]
  |  | SPACE | []
demons | nsubj | NOUN | [a, 56, and, demonology, They]
and | cc | CCONJ | []
demonology | conj | NOUN | [ ]
  |  | SPACE | []
They | conj | PRON | []
are | ROOT | VERB | [For, ,, in, ,, demons, powerful, .]
less | advmod | ADV | []
powerful | acomp | ADJ | [less, than]
than | prep | ADP | [angels]
angels | pobj | NOUN | []
. | punct | PUNCT | []"
They,are ,capable of inﬂicting wounds that only God can heal,the spirits of the wicked dead became demons .===THEY are capable of inﬂicting wounds that only god can heal .  ===demon carrying off a child who has been promised to the devil   ( author ’s collection )  ,capable,are,"They | nsubj | PRON | []
are | ROOT | VERB | [They, capable, .]
capable | acomp | ADJ | [of]
of | prep | ADP | [inﬂicting]
inﬂicting | pcomp | VERB | [wounds]
